-0.0011111,-0.0011111,-0.0011111
-0.0022222,-0.0022222,-0.0022222
-0.0033333,-0.0033333,-0.0033333
-0.0044444,-0.0044444,-0.0044444
-0.0055556,-0.0055556,-0.0055556
-0.0066667,-0.0066667,-0.0066667
-0.0077778,-0.0077778,-0.0077778
-0.0088889,-0.0088889,-0.0088889
-0.01,-0.01,-0.01
-0.011111,-0.011111,-0.011111
-0.012222,-0.012222,-0.012222
-0.013333,-0.013333,-0.013333
-0.014444,-0.014444,-0.014444
-0.015556,-0.015556,-0.015556
-0.016667,-0.016667,-0.016667
-0.017778,-0.017778,-0.017778
-0.018889,-0.018889,-0.018889
-0.02,-0.02,-0.02
-0.021111,-0.021111,-0.021111
-0.022222,-0.022222,-0.022222
-0.023333,-0.023333,-0.023333
-0.024444,-0.024444,-0.024444
-0.025556,-0.025556,-0.025556
-0.026667,-0.026667,-0.026667
-0.027778,-0.027778,-0.027778
-0.028889,-0.028889,-0.028889
-0.03,-0.03,-0.03
-0.031111,-0.031111,-0.031111
-0.032222,-0.032222,-0.032222
-0.033333,-0.033333,-0.033333
-0.034444,-0.034444,-0.034444
-0.035556,-0.035556,-0.035556
-0.036667,-0.036667,-0.036667
-0.037778,-0.037778,-0.037778
-0.038889,-0.038889,-0.038889
-0.04,-0.04,-0.04
-0.041111,-0.041111,-0.041111
-0.042222,-0.042222,-0.042222
-0.043333,-0.043333,-0.043333
-0.044444,-0.044444,-0.044444
-0.045556,-0.045556,-0.045556
-0.046667,-0.046667,-0.046667
-0.047778,-0.047778,-0.047778
-0.048889,-0.048889,-0.048889
-0.05,-0.05,-0.05
-0.051111,-0.051111,-0.051111
-0.052222,-0.052222,-0.052222
-0.053333,-0.053333,-0.053333
-0.054444,-0.054444,-0.054444
-0.055556,-0.055556,-0.055556
-0.056667,-0.056667,-0.056667
-0.057778,-0.057778,-0.057778
-0.058889,-0.058889,-0.058889
-0.06,-0.06,-0.06
-0.061111,-0.061111,-0.061111
-0.062222,-0.062222,-0.062222
-0.063333,-0.063333,-0.063333
-0.064444,-0.064444,-0.064444
-0.065556,-0.065556,-0.065556
-0.066667,-0.066667,-0.066667
-0.067778,-0.067778,-0.067778
-0.068889,-0.068889,-0.068889
-0.07,-0.07,-0.07
-0.071111,-0.071111,-0.071111
-0.072222,-0.072222,-0.072222
-0.073333,-0.073333,-0.073333
-0.074444,-0.074444,-0.074444
-0.075556,-0.075556,-0.075556
-0.076667,-0.076667,-0.076667
-0.077778,-0.077778,-0.077778
-0.078889,-0.078889,-0.078889
-0.08,-0.08,-0.08
-0.081111,-0.081111,-0.081111
-0.082222,-0.082222,-0.082222
-0.083333,-0.083333,-0.083333
-0.084444,-0.084444,-0.084444
-0.085556,-0.085556,-0.085556
-0.086667,-0.086667,-0.086667
-0.087778,-0.087778,-0.087778
-0.088889,-0.088889,-0.088889
-0.09,-0.09,-0.09
-0.091111,-0.091111,-0.091111
-0.092222,-0.092222,-0.092222
-0.093333,-0.093333,-0.093333
-0.094444,-0.094444,-0.094444
-0.095556,-0.095556,-0.095556
-0.096667,-0.096667,-0.096667
-0.097778,-0.097778,-0.097778
-0.098889,-0.098889,-0.098889
-0.1,-0.1,-0.1
-0.10111,-0.10111,-0.10111
-0.10222,-0.10222,-0.10222
-0.10333,-0.10333,-0.10333
-0.10444,-0.10444,-0.10444
-0.10556,-0.10556,-0.10556
-0.10667,-0.10667,-0.10667
-0.10778,-0.10778,-0.10778
-0.10889,-0.10889,-0.10889
-0.11,-0.11,-0.11
-0.11111,-0.11111,-0.11111
-0.11222,-0.11222,-0.11222
-0.11333,-0.11333,-0.11333
-0.11444,-0.11444,-0.11444
-0.11556,-0.11556,-0.11556
-0.11636,-0.11667,-0.11667
-0.11679,-0.11778,-0.11778
-0.11722,-0.11889,-0.11889
-0.11765,-0.12,-0.12
-0.11809,-0.12111,-0.12111
-0.11852,-0.12222,-0.12222
-0.11895,-0.12333,-0.12333
-0.11938,-0.12444,-0.12444
-0.11981,-0.12556,-0.12556
-0.12025,-0.12667,-0.12667
-0.12068,-0.12778,-0.12778
-0.12111,-0.12889,-0.12889
-0.12154,-0.13,-0.13
-0.12198,-0.13111,-0.13111
-0.12241,-0.13222,-0.13222
-0.12284,-0.13333,-0.13333
-0.12327,-0.13444,-0.13444
-0.1237,-0.13556,-0.13556
-0.12414,-0.13667,-0.13667
-0.12457,-0.13778,-0.13778
-0.125,-0.13889,-0.13889
-0.12543,-0.14,-0.14
-0.12586,-0.14111,-0.14111
-0.1263,-0.14222,-0.14222
-0.12673,-0.14333,-0.14333
-0.12716,-0.14444,-0.14444
-0.12759,-0.14556,-0.14556
-0.12802,-0.14667,-0.14667
-0.12846,-0.14778,-0.14778
-0.12889,-0.14889,-0.14889
-0.12932,-0.15,-0.15
-0.12975,-0.15111,-0.15111
-0.13019,-0.15222,-0.15222
-0.13062,-0.15296,-0.15333
-0.13105,-0.15339,-0.15444
-0.13148,-0.15381,-0.15556
-0.13191,-0.15423,-0.15667
-0.13235,-0.15465,-0.15778
-0.13278,-0.15507,-0.15889
-0.13321,-0.15549,-0.16
-0.13364,-0.15591,-0.16111
-0.13407,-0.15633,-0.16222
-0.13451,-0.15675,-0.16333
-0.13494,-0.15717,-0.16444
-0.13537,-0.1576,-0.16556
-0.1358,-0.15802,-0.16648
-0.13623,-0.15844,-0.1669
-0.13667,-0.15886,-0.16732
-0.1371,-0.15928,-0.16773
-0.13753,-0.1597,-0.16815
-0.13796,-0.16012,-0.16857
-0.1384,-0.16054,-0.16898
-0.13883,-0.16096,-0.1694
-0.13926,-0.16138,-0.16982
-0.13969,-0.16181,-0.17023
-0.14012,-0.16223,-0.17065
-0.14056,-0.16265,-0.17107
-0.14099,-0.16307,-0.17149
-0.14142,-0.16349,-0.1719
-0.14185,-0.16391,-0.17232
-0.14228,-0.16433,-0.17274
-0.14272,-0.16475,-0.17315
-0.14315,-0.16517,-0.17357
-0.14358,-0.16559,-0.17399
-0.14401,-0.16601,-0.1744
-0.14444,-0.16644,-0.17482
-0.14488,-0.16686,-0.17524
-0.14531,-0.16728,-0.17565
-0.14574,-0.1677,-0.17607
-0.14617,-0.16812,-0.17649
-0.1466,-0.16854,-0.1769
-0.14704,-0.16896,-0.17732
-0.14747,-0.16938,-0.17774
-0.1479,-0.1698,-0.17815
-0.14833,-0.17022,-0.17857
-0.14877,-0.17065,-0.17899
-0.1492,-0.17107,-0.1794
-0.14963,-0.17149,-0.17982
-0.15006,-0.17191,-0.18024
-0.15049,-0.17233,-0.18065
-0.15093,-0.17275,-0.18107
-0.15136,-0.17317,-0.18149
-0.15179,-0.17359,-0.1819
-0.15222,-0.17401,-0.18232
-0.15265,-0.17443,-0.18274
-0.15309,-0.17486,-0.18315
-0.15352,-0.17528,-0.18357
-0.15395,-0.1757,-0.18399
-0.15438,-0.17612,-0.1844
-0.15481,-0.17654,-0.18482
-0.15525,-0.17696,-0.18524
-0.15568,-0.17738,-0.18565
-0.15611,-0.1778,-0.18607
-0.15654,-0.17822,-0.18649
-0.15698,-0.17864,-0.18691
-0.15741,-0.17907,-0.18732
-0.15784,-0.17949,-0.18774
-0.15827,-0.17991,-0.18816
-0.1587,-0.18033,-0.18857
-0.15914,-0.18075,-0.18899
-0.15957,-0.18117,-0.18941
-0.16,-0.18159,-0.18982
-0.16043,-0.18201,-0.19024
-0.16086,-0.18243,-0.19066
-0.1613,-0.18285,-0.19107
-0.16173,-0.18328,-0.19149
-0.16216,-0.1837,-0.19191
-0.16259,-0.18412,-0.19232
-0.16302,-0.18454,-0.19274
-0.16346,-0.18496,-0.19316
-0.16389,-0.18538,-0.19357
-0.16432,-0.1858,-0.19399
-0.16475,-0.18622,-0.19441
-0.16519,-0.18664,-0.19482
-0.16562,-0.18706,-0.19524
-0.16605,-0.18749,-0.19566
-0.16648,-0.18791,-0.19607
-0.16691,-0.18833,-0.19649
-0.16735,-0.18875,-0.19691
-0.16778,-0.18917,-0.19732
-0.16821,-0.18959,-0.19774
-0.16864,-0.19001,-0.19816
-0.16907,-0.19043,-0.19857
-0.16951,-0.19085,-0.19899
-0.16994,-0.19127,-0.19941
-0.17037,-0.1917,-0.19982
-0.1708,-0.19212,-0.20024
-0.17123,-0.19254,-0.20066
-0.17167,-0.19296,-0.20107
-0.1721,-0.19338,-0.20149
-0.17253,-0.1938,-0.20191
-0.17296,-0.19422,-0.20233
-0.1734,-0.19464,-0.20274
-0.17383,-0.19506,-0.20316
-0.17426,-0.19548,-0.20358
-0.17469,-0.19591,-0.20399
-0.17512,-0.19633,-0.20441
-0.17556,-0.19675,-0.20483
-0.17599,-0.19717,-0.20524
-0.17642,-0.19759,-0.20566
-0.17685,-0.19801,-0.20608
-0.17728,-0.19843,-0.20649
-0.17772,-0.19885,-0.20691
-0.17815,-0.19927,-0.20733
-0.17858,-0.19969,-0.20774
-0.17901,-0.20012,-0.20816
-0.17944,-0.20054,-0.20858
-0.17988,-0.20096,-0.20899
-0.18031,-0.20138,-0.20941
-0.18074,-0.2018,-0.20983
-0.18117,-0.20222,-0.21024
-0.1816,-0.20264,-0.21066
-0.18204,-0.20306,-0.21108
-0.18247,-0.20348,-0.21149
-0.1829,-0.2039,-0.21191
-0.18333,-0.20433,-0.21233
-0.18377,-0.20475,-0.21274
-0.1842,-0.20517,-0.21316
-0.18463,-0.20559,-0.21358
-0.18506,-0.20601,-0.21399
-0.18549,-0.20643,-0.21441
-0.18593,-0.20685,-0.21483
-0.18636,-0.20727,-0.21524
-0.18679,-0.20769,-0.21566
-0.18722,-0.20811,-0.21608
-0.18765,-0.20854,-0.21649
-0.18809,-0.20896,-0.21691
-0.18852,-0.20938,-0.21733
-0.18895,-0.2098,-0.21775
-0.18938,-0.21022,-0.21816
-0.18981,-0.21064,-0.21858
-0.19025,-0.21106,-0.219
-0.19068,-0.21148,-0.21941
-0.19111,-0.2119,-0.21983
-0.19154,-0.21232,-0.22025
-0.19198,-0.21275,-0.22066
-0.19241,-0.21317,-0.22108
-0.19284,-0.21359,-0.2215
-0.19327,-0.21401,-0.22191
-0.1937,-0.21443,-0.22233
-0.19414,-0.21485,-0.22275
-0.19457,-0.21527,-0.22316
-0.195,-0.21569,-0.22358
-0.19543,-0.21611,-0.224
-0.19586,-0.21653,-0.22441
-0.1963,-0.21696,-0.22483
-0.19673,-0.21738,-0.22525
-0.19716,-0.2178,-0.22566
-0.19759,-0.21822,-0.22608
-0.19802,-0.21864,-0.2265
-0.19846,-0.21906,-0.22691
-0.19889,-0.21948,-0.22733
-0.19932,-0.2199,-0.22775
-0.19975,-0.22032,-0.22816
-0.20019,-0.22074,-0.22858
-0.20062,-0.22116,-0.229
-0.20105,-0.22159,-0.22941
-0.20148,-0.22201,-0.22983
-0.20191,-0.22243,-0.23025
-0.20235,-0.22285,-0.23066
-0.20278,-0.22327,-0.23108
-0.20321,-0.22369,-0.2315
-0.20364,-0.22411,-0.23192
-0.20407,-0.22453,-0.23233
-0.20451,-0.22495,-0.23275
-0.20494,-0.22537,-0.23317
-0.20537,-0.2258,-0.23358
-0.2058,-0.22622,-0.234
-0.20623,-0.22664,-0.23442
-0.20667,-0.22706,-0.23483
-0.2071,-0.22748,-0.23525
