NaN,-0.16854,-0.1769
NaN,-0.1698,-0.17815
NaN,-0.17107,-0.1794
NaN,-0.17233,-0.18065
NaN,-0.17359,-0.1819
NaN,-0.17486,-0.18315
NaN,-0.17612,-0.1844
NaN,-0.17738,-0.18565
NaN,-0.17864,-0.18691
NaN,-0.17991,-0.18816
NaN,-0.18117,-0.18941
NaN,-0.18243,-0.19066
NaN,-0.1837,-0.19191
NaN,-0.18496,-0.19316
NaN,-0.18622,-0.19441
NaN,-0.18749,-0.19566
NaN,-0.18875,-0.19691
NaN,-0.19001,-0.19816
NaN,-0.19127,-0.19941
NaN,-0.19254,-0.20066
NaN,-0.1938,-0.20191
NaN,-0.19506,-0.20316
NaN,-0.19633,-0.20441
NaN,-0.19759,-0.20566
NaN,-0.19885,-0.20691
NaN,-0.20012,-0.20816
NaN,-0.20138,-0.20941
NaN,-0.20264,-0.21066
NaN,-0.2039,-0.21191
NaN,-0.20517,-0.21316
NaN,-0.20643,-0.21441
NaN,-0.20769,-0.21566
NaN,-0.20896,-0.21691
NaN,-0.21022,-0.21816
NaN,-0.21148,-0.21941
NaN,-0.21275,-0.22066
NaN,-0.21401,-0.22191
NaN,-0.21527,-0.22316
NaN,-0.12686,-0.22441
NaN,-0.1277,-0.22566
NaN,-0.12855,-0.22691
NaN,-0.12939,-0.22816
NaN,-0.13023,-0.22941
NaN,-0.13107,-0.23066
NaN,-0.13191,-0.23192
NaN,-0.13276,-0.23317
NaN,-0.1336,-0.23442
NaN,-0.13444,-0.23567
NaN,-0.13528,-0.23692
NaN,-0.13612,-0.23817
NaN,-0.13697,-0.23942
NaN,-0.13781,-0.24067
NaN,-0.13865,-0.14731
NaN,-0.13949,-0.14815
NaN,-0.14033,-0.14898
NaN,-0.14118,-0.14981
NaN,-0.14202,-0.15065
NaN,-0.14286,-0.15148
NaN,-0.1437,-0.15231
NaN,-0.14454,-0.15315
NaN,-0.14539,-0.15398
NaN,-0.14623,-0.15481
NaN,-0.14707,-0.15565
NaN,-0.14791,-0.15648
NaN,-0.14875,-0.15732
NaN,-0.1496,-0.15815
NaN,-0.15044,-0.15898
NaN,-0.15128,-0.15982
NaN,-0.15212,-0.16065
NaN,-0.15296,-0.16148
NaN,-0.15381,-0.16232
NaN,-0.15465,-0.16315
NaN,-0.15549,-0.16398
NaN,-0.15633,-0.16482
NaN,-0.15717,-0.16565
NaN,-0.15802,-0.16648
NaN,-0.15886,-0.16732
NaN,-0.1597,-0.16815
NaN,-0.16054,-0.16898
NaN,-0.16138,-0.16982
NaN,-0.16223,-0.17065
NaN,-0.16307,-0.17149
NaN,-0.16391,-0.17232
NaN,-0.16475,-0.17315
NaN,-0.16559,-0.17399
NaN,-0.16644,-0.17482
NaN,-0.16728,-0.17565
NaN,-0.16812,-0.17649
NaN,-0.16896,-0.17732
NaN,-0.1698,-0.17815
NaN,-0.17065,-0.17899
NaN,-0.17149,-0.17982
NaN,-0.17233,-0.18065
NaN,-0.17317,-0.18149
NaN,-0.17401,-0.18232
NaN,-0.17486,-0.18315
NaN,-0.1757,-0.18399
NaN,-0.17654,-0.18482
NaN,-0.17738,-0.18565
NaN,-0.17822,-0.18649
NaN,-0.17907,-0.18732
NaN,-0.17991,-0.18816
NaN,-0.18075,-0.18899
NaN,-0.18159,-0.18982
NaN,-0.18243,-0.19066
NaN,-0.18328,-0.19149
NaN,-0.18412,-0.19232
NaN,-0.18496,-0.19316
NaN,-0.1858,-0.19399
NaN,-0.18664,-0.19482
NaN,-0.18749,-0.19566
NaN,-0.18833,-0.19649
NaN,-0.18917,-0.19732
NaN,-0.19001,-0.19816
NaN,-0.19085,-0.19899
NaN,-0.1917,-0.19982
NaN,-0.19254,-0.20066
NaN,-0.19338,-0.20149
NaN,-0.19422,-0.20233
NaN,-0.19506,-0.20316
NaN,-0.19591,-0.20399
NaN,-0.19675,-0.20483
NaN,-0.19759,-0.20566
NaN,-0.19843,-0.20649
NaN,-0.19927,-0.20733
NaN,-0.20012,-0.20816
NaN,-0.20096,-0.20899
NaN,-0.2018,-0.20983
NaN,-0.20264,-0.21066
-0.18247,-0.20348,-0.21149
-0.18333,-0.20433,-0.21233
-0.1842,-0.20517,-0.21316
-0.18506,-0.20601,-0.21399
-0.18593,-0.20685,-0.21483
-0.18679,-0.20769,-0.21566
-0.18765,-0.20854,-0.21649
-0.18852,-0.20938,-0.21733
-0.18938,-0.21022,-0.21816
-0.19025,-0.21106,-0.219
-0.19111,-0.2119,-0.21983
-0.19198,-0.21275,-0.22066
-0.19284,-0.21359,-0.2215
-0.1937,-0.21443,-0.22233
-0.19457,-0.21527,-0.22316
-0.19543,-0.21611,-0.224
-0.1963,-0.21696,-0.22483
-0.19716,-0.2178,-0.22566
-0.19802,-0.21864,-0.2265
-0.19889,-0.21948,-0.22733
-0.19975,-0.22032,-0.22816
-0.20062,-0.22116,-0.229
-0.20148,-0.22201,-0.22983
-0.20235,-0.22285,-0.23066
-0.20321,-0.22369,-0.2315
-0.20407,-0.22453,-0.23233
-0.20494,-0.22537,-0.23317
-0.2058,-0.22622,-0.234
-0.20667,-0.22706,-0.23483
-0.20753,-0.2279,-0.23567
-0.2084,-0.22874,-0.2365
-0.20926,-0.22958,-0.23733
-0.21012,-0.23043,-0.23817
-0.21099,-0.23127,-0.239
-0.21185,-0.23211,-0.23983
-0.21272,-0.23295,-0.24067
-0.21358,-0.23379,-0.2415
-0.21444,-0.23464,-0.24233
-0.21531,-0.23548,-0.24317
-0.21617,-0.23632,-0.244
-0.21704,-0.23716,-0.24483
-0.2179,-0.238,-0.24567
-0.21877,-0.23885,-0.2465
-0.21963,-0.23969,-0.24734
-0.22049,-0.24053,-0.24817
-0.22136,-0.24137,-0.249
0,0,0
